SearchID,AdID,Position,ObjectType,HistCTR,IsClick
111554574,7929826,8,1,,
86925046,15198544,6,1,,
78013898,24481601,1,3,0.011316,0
54733415,10987434,7,3,0.010373,0
62407584,13722464,7,1,,
95559133,8167700,7,3,1e-05,0
83137815,24981908,7,3,0.001031,0
33133423,12883206,1,3,0.001408,0
54255877,32556381,1,3,0.002812,0
44984102,1261148,2,2,,
44802494,26958976,2,1,,
34824616,17935851,6,1,,
7080697,36544114,7,3,0.002006,0
79705334,13485461,7,3,0.003049,0
64056420,31983484,7,3,1e-05,0
102398615,12329644,1,3,0.004302,0
61294572,4076977,2,1,,
15945378,12662621,1,3,0.024688,0
109816329,10815113,2,1,,
87864619,25856203,8,1,,
14124630,34084553,7,3,0.003349,0
35631249,12311046,6,1,,
85037013,14979176,8,1,,
8120664,14610991,7,3,0.00196,0
41016364,1375513,8,1,,
98966660,36373089,7,3,0.007645,0
8599180,5098366,7,3,0.001772,0
89411118,15254260,7,3,0.001511,0
53648552,10323092,7,3,0.009877,0
85977475,30962525,1,3,0.008093,0
75676254,8884769,7,3,0.001965,0
58613819,13236654,1,3,0.018692,0
89747137,15476805,2,1,,
45541888,28739116,6,1,,
82572842,12276788,7,3,0.004044,0
92220451,30326023,7,3,0.005263,0
63769993,11820258,8,1,,
28546485,10398454,1,3,0.008857,0
16185605,2044689,1,3,1e-05,0
94929323,22031561,2,2,,
22266909,27094454,6,1,,
36562845,12237320,8,1,,
30341365,15728488,2,1,,
83132014,18938319,1,3,0.010638,0
90537542,29116997,7,3,0.011952,0
98322910,1230329,8,1,,
43164221,21597222,7,3,0.045034,0
103412319,11262230,8,1,,
27794169,251243,6,1,,
9022118,9989433,7,3,0.030764,0
10812612,28584762,6,1,,
51742544,917992,7,3,0.006699,0
21119755,121647,6,1,,
80165047,24007768,7,3,0.016667,0
14603930,2057489,1,3,0.003492,0
54450545,11311040,7,3,0.016661,0
36710371,2804685,7,3,1e-05,0
3660619,3408751,8,1,,
9786357,32361278,2,1,,
55434817,8024207,2,1,,
86565912,11586904,1,3,0.005736,0
78092693,30520327,2,1,,
110572589,3906169,8,1,,
22254828,24072064,1,3,0.019597,0
5380446,19666476,1,3,0.00177,0
78004124,35666392,7,3,0.001194,0
108127545,26328004,6,1,,
7134800,13043517,7,3,1e-05,0
104162455,21460058,6,1,,
67345201,19628695,6,1,,
53123030,7158498,2,2,,
19115404,25432525,6,1,,
98523905,20505233,7,3,0.002548,0
93498110,28080393,8,1,,
23312660,12883206,7,3,0.000684,0
73971860,8408454,2,2,,
66541449,3980338,7,3,0.006014,0
12897002,14178329,1,3,0.015742,0
14040782,33707454,7,3,0.042946,0
103955564,4411292,6,1,,
82717138,32137306,1,3,0.010511,0
97219575,2835975,7,3,1e-05,0
6483666,14207907,1,3,0.009195,0
33313850,8708773,6,1,,
110615307,16361626,8,1,,
97441592,33013398,8,1,,
110178089,896140,1,3,0.008708,0
26529849,20923494,8,1,,
98665690,31255818,2,1,,
25287280,14780780,7,3,0.005875,0
35750774,28066310,7,3,0.004974,0
103916716,35399015,7,3,0.004682,0
54728771,17987337,2,1,,
37716677,24765443,2,2,,
68699530,21927062,1,3,0.000335,0
67949981,7719390,7,3,0.001288,0
104772,5294858,8,1,,
38939989,15764859,1,3,0.007908,0
22969228,2164007,7,3,0.017778,0
102092316,8884769,7,3,1e-05,0
54665779,7852498,1,3,0.002208,0
80248155,36860062,8,1,,
36677246,34044452,1,3,0.007634,0
76471715,18088402,8,1,,
14098045,18525202,2,1,,
56696578,34928297,8,1,,
61066236,12210655,1,3,0.002854,0
76721401,22232034,2,2,,
28275098,14531330,7,3,0.002044,0
89895767,24095750,2,1,,
11812529,12381110,8,1,,
25644560,4944911,2,1,,
15627770,4211520,2,1,,
15292974,36798325,7,3,0.006215,0
20110533,5873271,6,1,,
20347375,9651022,6,1,,
18456385,19113104,2,1,,
63005048,20468946,7,3,0.004959,0
79496322,5184150,7,3,0.007925,0
17613203,21052170,2,1,,
113104612,31464377,8,1,,
31376016,30493344,8,1,,
5684399,4571670,2,2,,
72700283,31758450,6,1,,
19445916,24466642,1,3,0.005445,0
57138898,19210881,7,3,0.005819,0
96214613,15285148,2,1,,
98081491,35429883,1,3,1e-05,0
23849604,3889674,1,3,0.011458,0
6345706,21454982,6,1,,
24842520,29747207,6,1,,
104894118,3948848,7,3,0.003148,0
27324078,12352513,6,1,,
14825127,10874074,6,1,,
19004670,15682062,1,3,0.006834,0
41265268,8640243,6,1,,
3997172,3696378,7,3,0.003315,0
77555139,12338106,7,3,0.001122,0
106334274,22758797,6,1,,
71430450,5513901,1,3,0.003528,0
43026438,7531876,7,3,0.001739,0
98662975,30497913,7,3,0.00168,0
103273301,21462110,7,3,0.019199,0
14508436,30938787,8,1,,
92300311,10393782,7,1,,
110883551,6889902,7,3,0.01015,0
43734002,3394604,2,2,,
74435856,9662657,1,3,0.019899,0
63036974,7219594,8,1,,
23941577,21431298,2,2,,
93486186,17552541,8,1,,
18988860,14257041,1,3,0.00708,0
72285314,11613478,6,1,,
30226944,13782845,1,3,0.007167,0
34626815,11737614,2,2,,
91112321,33266184,7,3,0.003618,0
16388988,22771491,7,3,0.007168,0
47957866,5682228,1,3,1e-05,0
9686927,31292718,2,2,,
43539805,25389764,6,1,,
94681807,2785073,1,3,0.00215,0
75400717,7865477,1,3,0.076375,0
14859462,34661145,8,1,,
72197479,27314886,6,1,,
81416388,27956519,1,3,0.002865,0
54709625,36201513,1,3,1e-05,0
97659134,32084038,2,2,,
107520929,5445568,8,1,,
61870921,12127233,7,3,0.000987,0
48146056,1520418,7,3,0.004902,0
77116402,25016027,8,1,,
9547993,4001412,8,1,,
41871402,14610991,7,3,0.003065,0
95514224,2861946,7,3,0.001703,0
82977690,14772884,2,1,,
45821918,6847848,1,3,0.010799,0
73332868,36123655,1,3,0.000989,0
37716070,13345408,7,3,0.006669,0
56345857,25738905,7,3,0.001723,0
56301127,14142593,6,1,,
34618152,16437034,7,3,0.024688,0
9121464,3392609,1,3,0.003989,0
44967736,22764977,8,1,,
49264820,11251332,8,1,,
40581296,1545909,1,3,0.001368,0
55271929,18570670,7,3,0.004382,0
98680442,14893336,1,3,1e-05,0
59823266,30326378,6,1,,
82958943,12661866,1,3,0.006928,0
31410964,10448870,7,1,,
86154746,27892134,7,1,,
37039985,17126933,8,2,,
23262011,835547,1,3,0.003704,0
44211987,10643038,1,3,0.003147,0
31451691,27708326,7,3,0.010033,0
63667221,5271475,2,2,,
13970355,32545157,1,3,0.001185,0
63818466,3801705,2,1,,
5270382,1674089,2,2,,
27136626,18581381,8,1,,
68472367,8228421,7,3,0.045311,0
110258853,21994800,2,2,,
73757402,2209491,6,1,,
84895889,4510724,6,1,,
5341199,14587837,7,3,0.006977,0
84245197,6964121,1,3,0.004276,0
18610727,7934322,2,1,,
31351562,26410263,6,1,,
62766364,27526249,6,1,,
75294178,6522297,1,3,0.022861,0
93772941,3057142,1,3,1e-05,0
58837034,11676436,8,1,,
91187134,16657086,6,1,,
113065862,36414129,1,3,0.010033,0
74703162,31175614,7,3,0.021681,0
69936033,27605069,6,1,,
96632024,8562867,2,2,,
51148697,27816718,6,1,,
59002713,24279555,2,2,,
5333933,27896488,1,3,1e-05,0
74797148,18525479,2,2,,
26014812,14308696,2,2,,
71328165,24460000,2,2,,
71563722,22083260,8,1,,
71965042,5793741,8,1,,
2375917,16332592,8,1,,
68671702,28231690,2,2,,
98428107,22484461,1,3,1e-05,0
25524645,4230954,8,1,,
84098264,22137476,6,1,,
16226629,29152920,2,1,,
8551297,11333001,6,1,,
38361584,21920182,2,2,,
14621775,18492612,1,3,0.001821,0
112601408,2648929,2,1,,
69794329,6813242,1,3,0.020619,0
102993262,35804428,1,3,0.002035,0
108453403,23994871,7,1,,
7152011,26360529,6,1,,
16331900,19463341,7,3,0.021029,0
78349329,13170252,7,3,0.00189,0
25217143,14278922,6,1,,
98091880,15796423,7,3,0.001251,0
10258675,29358900,1,3,0.012119,0
79027308,9218057,2,2,,
63005301,19373281,7,3,0.002599,0
85663218,30826091,8,1,,
111399547,19245328,8,1,,
25657968,35713160,1,3,1e-05,0
97865289,120956,8,1,,
90535184,27993981,2,2,,
16413734,5889868,6,1,,
65665831,34084553,1,3,0.004958,0
60196596,26184900,6,1,,
24051688,34363191,1,3,0.023438,0
20888038,30503288,6,1,,
48586146,17453815,1,3,0.006663,0
67893865,24314771,2,2,,
64213419,12086962,1,3,0.022346,0
98407246,24417875,7,3,0.001916,0
109512635,14076776,6,1,,
104679241,21152585,7,3,0.002463,0
98698896,23506950,8,1,,
49971768,5959758,6,2,,
60637346,6718520,7,3,0.007658,0
94978419,20826521,1,3,0.045034,0
7358327,33940616,1,3,0.013411,0
46154791,17579501,7,3,0.007633,0
24700665,9433233,7,3,0.008147,0
105833080,2610841,1,3,0.015355,0
107319261,17799464,7,3,0.00419,0
76148079,35811191,6,1,,
91214070,28658163,6,1,,
12410847,18294552,1,3,0.007667,0
112431769,558878,6,1,,
15206940,28591143,1,3,0.002643,0
102415954,29584672,6,1,,
84922215,1734844,6,1,,
45588431,15857366,7,1,,
109618793,27378926,6,1,,
33939275,30524315,8,1,,
30639678,18746436,1,3,0.003447,0
51222474,25281521,6,1,,
49393911,6115044,1,3,0.023309,0
112660544,23201782,7,3,1e-05,0
16731448,21109999,8,1,,
44522462,14096726,6,1,,
8823442,12300847,6,1,,
104449837,22642790,8,1,,
19576401,21591896,6,1,,
52198670,4891922,7,3,0.009339,0
74276823,33580701,1,3,0.00634,0
108065453,27062809,6,1,,
104638523,1634797,1,3,0.007599,0
25509328,21191306,1,3,0.006178,0
6343458,7398403,8,1,,
14105527,2691809,2,2,,
7541798,10738706,8,1,,
24984786,33976228,6,1,,
5825948,30219199,8,1,,
63616017,34634718,7,3,0.00272,0
37497895,34491707,8,1,,
1778643,11164103,1,3,0.019295,0
25535689,17527837,8,1,,
45411656,2416783,2,2,,
20036604,24249718,2,2,,
50530530,18115384,2,2,,
10031667,12075899,2,1,,
67323115,30904054,1,3,0.045034,0
82967532,13723428,7,3,0.003595,0
109563690,8365039,2,1,,
20611763,7255941,7,3,0.000514,0
82939135,2861946,7,3,0.001357,0
20814676,22917890,2,2,,
110759116,26604271,2,2,,
28459772,33870201,7,3,0.004822,0
3813131,3240731,7,3,0.030533,0
93768406,24478430,2,2,,
54587469,20069973,1,3,0.00984,0
37644109,1466002,8,1,,
113360545,23790383,6,1,,
108708247,29350882,2,2,,
71721860,36210422,2,2,,
107246340,2902233,1,3,0.011572,0
76772248,9026365,1,3,0.015945,0
71144328,14729341,7,3,0.003135,0
89750730,12860969,6,1,,
60431188,26197491,7,3,0.005794,0
25106028,22636499,1,3,0.00147,0
113414690,2974947,2,2,,
97100522,121146,6,1,,
93503538,14134192,8,1,,
102462702,4191098,6,1,,
110186242,18721539,7,3,0.003423,0
39301226,34628094,7,3,0.003544,0
49159395,20732940,8,1,,
83724270,13303319,2,1,,
41301939,12210655,1,3,0.003983,0
44503502,19964480,7,3,0.003171,0
80646460,34064796,2,2,,
63606206,12947178,8,1,,
44117229,859173,2,2,,
70400896,5843731,6,1,,
55341123,24389233,1,3,0.032214,0
109825422,34084553,7,3,0.002979,0
106562091,36218898,7,3,0.002878,0
84965398,14880485,7,3,0.000984,0
94472250,28649194,2,1,,
41312600,27717793,2,2,,
111933324,8786383,8,1,,
498628,10727659,6,1,,
105651499,14528883,6,1,,
103574105,29055602,1,3,0.007857,0
7044071,5624483,1,3,0.002216,0
86259159,33400357,2,2,,
105559584,14802562,8,1,,
11437307,15281474,6,1,,
37906048,25054963,1,3,1e-05,0
41043771,24474772,2,1,,
71012521,23386980,2,1,,
24441396,16904117,7,3,0.002581,0
1120278,19610235,8,1,,
45643856,22442396,2,1,,
16984615,12276788,1,3,0.011618,0
2347072,13036302,7,3,0.027368,0
48873727,17089832,2,2,,
37147977,18735406,2,2,,
106792162,6206513,1,3,0.00435,0
106662376,28759650,7,3,0.013566,0
70985376,11960726,8,1,,
28727669,8884769,7,3,1e-05,0
38010566,13070423,7,3,1e-05,0
40399726,12046826,2,2,,
18016698,1977120,2,1,,
56692377,34118439,2,1,,
19339361,1521749,8,1,,
24645120,1182296,7,3,0.013888,0
66326164,26996620,2,1,,
103204236,18098020,7,1,,
42354758,1030461,2,2,,
15147963,4891922,1,3,0.018548,0
83235900,17943047,2,1,,
51920202,20857134,6,1,,
22465268,16607783,1,3,0.007612,0
32019323,25853112,6,1,,
1814587,32976285,6,1,,
37682755,21935610,2,1,,
69094946,8993140,1,3,0.016943,0
79170492,24721854,1,3,0.008459,0
2559261,35016126,1,3,0.010563,0
76953760,1777101,2,1,,
81458022,23107926,7,3,0.001368,0
66905146,11111769,1,3,0.006233,0
57311059,36218898,1,3,0.009658,0
42852848,25144740,1,3,0.012891,0
20712420,19975742,7,3,0.001364,0
53177634,4872273,2,2,,
344221,25579281,8,1,,
11788910,19417025,1,3,0.013224,0
98536719,30541809,8,1,,
70297358,14365854,1,3,0.009003,0
23359349,2517382,7,3,0.005568,0
9792409,20828723,1,3,0.013513,0
18249873,13796204,2,2,,
91216805,10460603,8,1,,
60040929,18630827,1,3,0.009677,0
78338825,21428263,8,1,,
110396124,4601634,2,1,,
71828769,29529435,2,1,,
52367728,19920918,1,3,0.015622,0
5992567,29057410,7,1,,
21503522,15033994,7,3,0.030516,0
109542177,35934928,1,3,0.007414,0
40448391,28727543,6,1,,
40789524,14211991,1,3,1e-05,0
99284322,13947366,7,3,0.002521,0
21455764,34761080,2,2,,
78878806,13073445,7,1,,
84327958,35364865,1,3,0.051906,0
31940270,21877639,7,3,0.003474,0
43188080,3044887,8,1,,
38363854,14685546,7,3,1e-05,0
109333333,30877468,6,1,,
9299608,14475161,1,3,0.009889,0
2634823,20399450,2,2,,
113085852,3889674,1,3,0.02809,0
19943769,16901233,6,1,,
23954574,27000802,6,1,,
71509531,19618411,2,2,,
89110935,17729454,6,1,,
2562726,3292684,8,1,,
56642275,26981366,7,3,0.001853,0
104858058,238588,1,3,0.008094,0
13976037,4891922,1,3,0.023176,0
35338318,29341507,6,1,,
111544728,31572398,1,3,0.031123,0
60022957,24072064,1,3,0.015592,0
20021991,32523436,8,1,,
92269663,33586049,7,3,0.003978,0
34333264,35557643,1,3,0.008889,0
20581183,825380,8,1,,
29266399,32595424,2,2,,
13501250,5216934,7,3,0.003096,0
11054479,17425227,6,1,,
47804174,25317493,8,1,,
33671330,19775304,2,1,,
61186638,9064175,2,2,,
6502070,7753878,2,2,,
45666846,27927411,7,3,0.003383,0
99584264,35604151,1,3,0.005995,0
5689486,18470698,2,1,,
72817783,19854798,1,3,0.00327,0
26492383,5098366,1,3,0.004181,0
35335247,23320186,8,1,,
106989269,22990642,8,1,,
16488045,23499595,1,3,0.002138,0
33457696,34950288,6,1,,
695080,22906144,7,3,0.004942,0
13048467,32860723,1,3,0.002146,0
37750531,5046486,2,2,,
48710953,3360917,2,1,,
89983684,25738905,7,3,0.002874,0
108343621,15492568,1,3,0.008475,0
103351994,12706604,2,2,,
9630876,13026050,1,3,0.000658,0
105939794,2517382,7,3,0.007231,0
82761443,28713870,7,3,0.000679,0
99745191,15241546,1,3,1e-05,0
14579084,5171400,6,1,,
19553553,166460,6,1,,
104748678,18746436,1,3,0.002195,0
25902486,22744373,1,3,0.014693,0
83576745,2645708,1,3,0.003788,0
66049044,14043053,2,1,,
6305837,26144767,2,2,,
87771278,32514853,1,3,0.003278,0
1720205,12046657,2,1,,
4742108,29535168,6,1,,
14461578,22746894,7,3,0.003733,0
13066071,18928158,6,1,,
47056943,13717053,1,3,0.003049,0
11951300,30248126,8,1,,
106983978,16437034,7,3,0.024688,0
63804468,33702982,7,3,1e-05,0
4961617,23333712,8,1,,
43818761,11883497,6,1,,
57400363,13252742,2,2,,
5642414,9547132,8,1,,
77597422,22654724,1,3,1e-05,0
93726193,19437272,1,3,0.010962,0
62699618,7445015,1,3,0.010582,0
7485109,6203278,1,3,0.00239,0
105888815,29677960,1,3,0.006215,0
79501994,27110165,2,2,,
8865776,10141426,1,3,0.040885,0
9308288,17453815,1,3,0.019928,0
92769243,18294552,1,3,0.025505,0
45602470,25918371,2,1,,
10012228,16842910,2,1,,
49605077,18860926,1,3,1e-05,0
98571059,27673567,6,1,,
62529179,29888321,8,1,,
15670248,23757342,8,1,,
57971355,26017737,2,2,,
7333325,34514394,7,3,0.011905,0
54236924,1365722,8,1,,
13901198,35666392,7,3,0.001013,0
96709174,22617081,8,1,,
79987236,18902,7,3,1e-05,0
2371772,28591143,7,3,0.001341,0
92372623,27645309,8,1,,
56587835,31173651,7,3,0.043649,0
22577254,21523404,7,3,0.004142,0
100721306,16606214,1,3,1e-05,0
19251710,13406250,2,2,,
72364955,35241517,7,3,0.043897,0
22280146,36029808,7,3,0.012821,0
103094817,13294287,2,1,,
111333297,35415639,1,3,0.010356,0
6517061,31455602,1,3,0.002027,0
51556615,20069581,1,3,0.001419,0
66798744,27797592,2,1,,
2182277,29787672,7,3,0.004216,0
51472485,6003543,2,1,,
35298999,28809869,1,3,0.03923,0
44270975,26378674,8,1,,
49715158,11197308,6,1,,
90862419,26705532,1,3,0.013361,0
1837782,11147570,1,3,0.001498,0
81283945,34275717,2,2,,
71952038,32265834,8,1,,
45776026,26113214,8,1,,
91536187,9277385,7,1,,
93222868,24917507,2,1,,
98307736,26347783,1,3,0.004102,0
72549037,10368486,6,1,,
70363662,17140982,7,3,0.004953,0
34955006,25731079,7,1,,
112999942,21890443,8,1,,
36862999,13734401,2,2,,
27550702,29306998,2,1,,
28639310,29343085,8,1,,
94103966,12785740,7,3,1e-05,0
11566500,13671281,1,3,0.019484,0
98052756,36083713,2,1,,
94712819,18001893,7,3,0.006531,0
92618927,16502545,7,3,0.005722,0
91796597,14365854,7,3,0.003616,0
108903765,8365477,8,1,,
81076760,20251260,7,3,0.001604,0
10701061,2770377,1,3,0.03262,0
77209143,34634718,7,3,0.001716,0
100023688,31071622,7,1,,
44861431,17120323,6,1,,
93141493,7804598,1,3,0.009362,0
82185061,29417389,1,3,0.001062,0
80978140,4964965,7,3,0.002308,0
38113477,16284965,7,3,0.004455,0
81296599,7512,8,1,,
81843532,34926562,7,1,,
83696133,34564606,2,1,,
19856147,14674635,1,3,0.015569,0
16499948,1035860,2,2,,
81786897,7523043,6,1,,
79415388,22831958,1,3,0.003041,0
89172859,6841712,1,3,0.005061,0
25235187,17530775,7,3,0.001891,0
15450452,24118682,1,3,0.002686,0
16582611,3492150,6,1,,
30690136,27356904,1,3,0.003608,0
70601843,30924933,7,3,0.002115,0
38471484,30412826,7,1,,
79643702,12204492,7,3,0.001261,0
78468266,553530,7,1,,
62546992,16387992,1,3,0.020101,0
29235703,21614363,2,1,,
18780283,19360169,2,2,,
86679865,22135369,1,3,0.003915,0
61715618,6367685,2,2,,
110732322,16232388,7,3,0.00231,0
48561996,31705258,6,1,,
1165040,15357994,7,1,,
20460188,35192043,7,3,0.001734,0
8311726,36722162,1,3,0.002191,0
93685314,23599583,1,3,0.002267,0
16889432,14546455,1,3,0.018685,0
104246267,1162373,2,2,,
18329780,26334943,1,3,0.006318,0
63822545,17125660,1,3,0.003762,0
99681369,14972229,1,3,0.002954,0
77887577,777498,2,2,,
53198021,5800527,8,1,,
108549285,24801191,8,1,,
70061806,32108290,7,1,,
40384312,3183867,8,1,,
64790024,239278,7,1,,
34185365,21523404,1,3,0.005444,0
91144745,26377842,8,1,,
65092733,35114244,2,1,,
104884064,7296965,1,3,0.00426,0
35900836,7685566,2,2,,
5525864,6170305,7,3,0.014641,0
46261580,2995755,7,3,0.003946,0
52015677,18283364,2,2,,
12806596,2690150,8,1,,
9076466,29793656,7,3,0.002012,0
79160538,896140,7,3,0.004284,0
28835906,487400,7,3,0.000709,0
57210730,27710304,8,1,,
62023097,6718520,7,3,0.005953,0
19090124,16255903,7,3,0.010067,0
35603191,27715938,7,3,0.014107,0
96826115,12664845,7,1,,
86625015,24467333,2,2,,
65560514,16229290,1,3,1e-05,0
80391693,29157646,1,3,0.002339,0
94386249,21795978,8,1,,
108114984,7715328,6,1,,
93326646,26107457,1,3,0.002339,0
8842186,9840503,7,3,0.01293,0
20249349,26815274,7,3,0.004622,0
34544460,24261273,7,3,0.005058,0
57814790,21384004,6,1,,
50098184,6981242,8,1,,
39642837,32294184,7,3,0.016449,0
23801700,11048362,2,2,,
100157846,9041763,7,3,1e-05,0
73919437,34192686,2,1,,
36290710,16266147,1,3,0.007937,0
112658082,28920128,1,3,0.015534,0
7134147,9325004,2,1,,
1411796,23658108,7,3,0.001612,0
77458061,22881434,1,3,0.00327,0
7436322,3575801,1,3,1e-05,0
26728114,18444117,2,1,,
110930149,29793656,7,3,0.045034,0
38833603,13651752,1,3,0.0125,0
81330125,21597708,7,3,0.000528,0
40856631,20735213,1,3,0.044531,0
77039155,12985978,7,3,0.001387,0
37773924,15565937,6,1,,
107443094,647720,7,3,0.034312,0
45297885,22307119,7,1,,
50893736,10501083,6,1,,
52343966,19443927,1,3,0.016336,1
14263411,9990838,2,2,,
15350909,10498060,7,1,,
48495236,19705144,7,3,0.00387,0
80978124,31143985,7,3,1e-05,0
82738814,18553985,2,2,,
10592679,12668042,1,3,0.008789,0
7182649,19259659,1,3,0.027174,0
23124487,26768336,2,2,,
106324426,864182,1,3,0.003431,0
84734758,22018792,2,1,,
6513607,30002038,6,1,,
98216315,19937876,7,3,0.012199,0
65291964,17140982,7,3,0.003071,0
16506865,4226290,8,1,,
27900293,11293719,2,1,,
113849901,1938634,6,1,,
48422004,15282026,8,1,,
9985077,11876945,7,3,0.005071,0
15518082,28951232,6,1,,
88623551,17436405,8,1,,
28286478,4874407,2,2,,
102977050,10987434,7,3,0.01122,0
8003472,23629665,1,3,0.002097,0
83787177,2502209,1,3,0.006961,0
78547906,5890113,2,2,,
76966749,16453382,6,1,,
29866018,11560673,8,1,,
85959584,15106153,1,3,0.027174,0
46414069,33196645,1,3,0.003569,0
27967538,29295367,1,3,0.000723,0
60749982,11063858,2,2,,
20550906,22973421,7,3,0.001646,0
77664333,35118098,7,1,,
105631344,19296467,6,1,,
70282450,24772374,7,3,0.004733,0
54921643,29696666,2,1,,
67628292,35436626,6,1,,
84474030,16896742,1,3,1e-05,0
89308776,11021310,2,2,,
19989857,18402829,2,1,,
3947009,8273191,2,1,,
113808743,8574651,7,3,0.006508,0
97872820,6746905,1,3,0.018542,0
40535642,36657250,1,3,0.015742,0
50365277,21329350,1,3,0.002505,0
68774096,7868528,6,1,,
53652063,31302635,7,1,,
37877063,9766936,6,1,,
74973407,8472375,1,3,0.023196,0
89087696,13375896,7,3,0.002302,0
52107698,20077382,2,2,,
38983788,19218712,8,1,,
48360065,753344,2,1,,
9981854,35891071,7,3,0.005525,0
59076382,32476864,1,3,0.006667,0
60451534,11465073,2,2,,
65293098,18960856,7,3,0.008636,0
11530117,31875307,7,3,0.034614,0
63808922,34883602,8,1,,
94137631,25963984,7,3,0.006921,0
94491121,33778825,6,1,,
57331513,17964927,7,3,0.001271,0
74461363,27595199,1,3,0.007034,0
19913960,17446260,2,2,,
51443528,35130595,6,1,,
76529977,28312593,1,3,0.005631,0
101965618,23116803,2,1,,
111068539,21269814,2,2,,
65655897,10936470,7,1,,
45074731,33594134,1,3,0.001375,0
49516410,10121924,1,3,0.002663,0
67745194,19353042,7,3,0.004049,0
49771058,17671994,2,1,,
36021548,19435805,1,3,0.00055,0
61584142,33549686,7,3,0.004579,0
63892444,29731287,6,1,,
109689680,16183194,2,1,,
76517886,32556381,1,3,0.002264,0
66712213,7934990,7,3,0.001136,0
20335543,30187550,7,3,1e-05,0
105684375,4875333,1,3,0.003583,0
63327566,13036302,7,3,0.006032,0
65967288,10046911,2,1,,
61060320,35514276,2,1,,
47948374,21440224,2,2,,
46309739,26486775,6,1,,
18435238,27542322,2,2,,
104819914,14262565,6,1,,
66670418,1507547,2,2,,
2824281,17899415,8,1,,
68304797,14371553,7,1,,
18177665,9985435,1,3,0.002623,0
81170844,7557523,8,1,,
55664991,18751072,6,1,,
55086229,9943604,6,1,,
61733011,7944079,7,3,0.034132,0
24421320,31092772,1,3,0.001871,0
60833944,6912829,6,1,,
111519571,6400927,6,1,,
100797955,23259774,1,3,0.013597,0
3170411,9394359,1,3,0.008904,0
98341751,20058023,7,3,0.007914,0
72694359,34049807,8,1,,
16999446,6585738,6,1,,
113906705,23359481,2,1,,
38723497,28848900,8,1,,
54280752,27060577,1,3,0.014339,0
2941507,20968467,2,1,,
4331546,16341881,2,1,,
45433133,31079205,7,3,0.010619,0
45419945,14205276,7,3,0.001008,0
61434761,34977549,6,1,,
77947893,23381155,1,3,1e-05,0
96851096,5674674,8,1,,
62514149,896140,7,3,0.002798,0
29257780,12822220,6,1,,
45584279,13517829,8,1,,
19802070,31525149,8,1,,
82075003,6221302,6,1,,
81020521,11049533,7,3,0.002767,0
102233411,17429708,8,1,,
47302543,25738905,7,3,0.002846,0
105814754,26830253,8,1,,
102163311,36035332,1,3,0.001771,0
72991718,22900898,7,3,0.003793,0
86830681,18805776,6,1,,
638670,32451260,2,2,,
22023035,895841,1,3,1e-05,0
2511254,19067860,8,1,,
22567967,34285730,1,3,1e-05,0
57138828,22021428,2,1,,
39500218,22687335,2,1,,
80516593,17602804,1,3,0.003604,0
113490290,27682568,2,2,,
63003297,8491576,7,1,,
66191379,14880485,7,3,0.00098,0
62015796,20104736,1,3,0.040262,0
44903663,8998865,2,2,,
49071775,8078960,6,1,,
56497919,20246400,6,1,,
21564195,23653543,1,3,0.006445,0
95336883,26282409,6,1,,
103730851,3263690,2,2,,
27732048,18746436,1,3,0.002007,0
56581576,5260035,6,1,,
41284173,35934928,1,3,0.005125,0
74293901,2968778,1,3,0.008806,0
57426193,21408090,1,3,0.019282,0
48992600,17576313,6,1,,
22757231,15054780,6,1,,
23030961,9199840,2,1,,
104891780,11017557,8,1,,
58626534,20344026,8,1,,
40367582,18576626,7,1,,
11468444,29135166,1,3,0.003946,0
2749195,21704026,7,3,0.001594,0
71301782,3806165,6,1,,
88452338,27627342,1,3,0.003883,0
46140813,780022,2,2,,
37487786,19836270,7,3,0.005123,0
6921084,13443303,8,1,,
4504234,22497858,1,3,0.02027,0
28428397,30118109,1,3,0.006283,0
89453889,34057464,6,1,,
4198126,1680490,7,3,0.002252,0
22441767,20889878,2,2,,
90009910,3073186,6,1,,
112569004,26314965,6,1,,
79131340,31004707,2,2,,
9368132,9155051,7,3,0.00532,0
14508114,35942856,1,3,0.003106,0
47822743,667921,2,1,,
107053206,17579501,1,3,0.005964,0
12123403,35857976,7,3,0.002167,0
85035357,28576371,8,1,,
82789171,12985978,7,3,0.002624,0
25698055,1138828,2,2,,
44593797,23794832,2,1,,
28119549,30547016,6,1,,
93972961,8362429,8,1,,
100518042,25327361,2,2,,
99527898,31854560,1,3,0.005348,0
25898524,34381957,6,1,,
101286224,21016603,6,1,,
10638352,5179260,6,1,,
47306497,18896755,7,3,0.005999,0
91809788,23968902,1,3,0.001264,0
68688887,3053032,7,3,0.00561,0
26452146,16531081,2,2,,
69179916,33928548,2,1,,
84328262,2992335,6,1,,
88369110,5098366,1,3,0.029701,0
9410359,16244811,6,1,,
111868356,23658108,7,3,0.000911,0
23349610,11403682,6,1,,
103854604,22729894,7,1,,
32470462,5932952,8,1,,
2110106,26153098,6,1,,
23633709,30519982,8,1,,
107819149,32911363,2,2,,
106833149,9677578,2,2,,
40789945,18770324,1,3,0.011682,0
69382326,32338704,2,2,,
96097869,36746587,2,2,,
88128431,6569103,6,1,,
18016919,32842301,6,1,,
14582045,21532890,6,1,,
35238910,10385578,2,1,,
48285863,13331888,2,1,,
51102658,22084896,1,3,0.010474,0
